Company_Name,Headquarters_Location,Year_Founded,Employee_Count,Annual_Revenue_Billion_USD,Market_Segment,Location,Server_Count,Graphics_Cards_Used,Total_Storage_TB,Average_Uptime_Percentage,Server_Type,Electricity_Rate_USD_per_kWh,Hours_Operated,Power_Usage_Watts,Electricity_Cost_USD,Manufacturer,Model,Memory_Size_GB,Core_Clock_MHz,Boost_Clock_MHz,Memory_Type,TDP_Watts,Price_USD
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,10.0,"Elite4K-8, GX500-13",141.0,98.74,Type D,0.1,4000.0,608.0,243.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,10.0,Elite4K-3,790.0,99.03,Type A,0.2,5000.0,697.0,697.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,200.0,"GX500-1, Elite4K-5, Pro1000-6, AX900-6, Elite4K-14",202.0,98.79,Type B,0.15,5000.0,1191.0,893.25,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,50.0,"AX900-3, Elite4K-18, Elite4K-17, Pro1000-7, RT300-4",298.0,98.72,Type E,0.1,5000.0,671.0,335.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,500.0,"Pro1000-1, RT300-1",472.0,99.68,Type E,0.12,3000.0,727.0,261.72,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,50.0,"GX500-5, RT300-8, Pro1000-4, RT300-10, GX500-19",718.0,99.95,Type A,0.1,3000.0,1447.0,434.1,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,50.0,"Pro1000-3, Pro1000-15, Pro1000-8, AX900-12",410.0,98.15,Type A,0.1,5000.0,1203.0,601.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,500.0,"GX500-14, Elite4K-7, AX900-16, AX900-7, RT300-10",429.0,99.7,Type B,0.12,2000.0,1223.0,293.52,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,10.0,"Elite4K-17, GX500-6, Elite4K-16, Elite4K-2, RT300-16",379.0,98.15,Type C,0.2,5000.0,1288.0,1288.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,100.0,"RT300-13, AX900-12, GX500-12, AX900-2",666.0,99.9,Type A,0.1,5000.0,1446.0,723.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,200.0,"Pro1000-7, Elite4K-13, Pro1000-3",317.0,98.51,Type A,0.15,4000.0,763.0,457.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,10.0,"Pro1000-1, Elite4K-15, RT300-6",492.0,99.73,Type E,0.12,2000.0,1109.0,266.16,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,100.0,"GX500-15, Elite4K-7, GX500-2",265.0,98.05,Type C,0.2,2000.0,760.0,304.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,500.0,"Pro1000-4, GX500-18",544.0,98.56,Type B,0.15,5000.0,843.0,632.25,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,10.0,Elite4K-12,881.0,99.92,Type D,0.15,4000.0,689.0,413.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,10.0,"AX900-15, Elite4K-12, RT300-4, RT300-9",387.0,98.02,Type D,0.1,3000.0,1187.0,356.1,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,500.0,"RT300-4, AX900-5, RT300-18",189.0,98.79,Type E,0.12,5000.0,844.0,506.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,50.0,"GX500-15, GX500-9",913.0,98.22,Type C,0.2,5000.0,868.0,868.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,50.0,"RT300-14, AX900-17",217.0,99.78,Type D,0.15,2000.0,1078.0,323.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,200.0,"AX900-15, Pro1000-16",162.0,98.29,Type B,0.12,5000.0,833.0,499.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,500.0,AX900-19,509.0,98.16,Type B,0.2,1000.0,572.0,114.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,100.0,"AX900-4, Elite4K-3, Elite4K-20",460.0,99.8,Type B,0.12,2000.0,1080.0,259.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,Elite4K-14,783.0,98.31,Type D,0.1,2000.0,1481.0,296.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,200.0,"Elite4K-2, AX900-1, RT300-12, Pro1000-19, GX500-3",588.0,99.31,Type C,0.2,5000.0,787.0,787.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,50.0,"Pro1000-16, Elite4K-3, GX500-16, GX500-11",157.0,98.18,Type D,0.12,5000.0,1206.0,723.6,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,10.0,RT300-9,128.0,99.58,Type A,0.25,5000.0,628.0,785.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,10.0,"RT300-8, RT300-3, Elite4K-19, GX500-4, RT300-14",322.0,99.56,Type C,0.25,2000.0,797.0,398.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,200.0,"GX500-12, Pro1000-20, RT300-3, RT300-20",933.0,99.29,Type B,0.2,3000.0,537.0,322.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,100.0,"AX900-8, Elite4K-14",253.0,99.13,Type A,0.12,3000.0,1294.0,465.84,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,10.0,Elite4K-15,572.0,99.01,Type C,0.2,2000.0,1177.0,470.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,200.0,Elite4K-15,136.0,98.99,Type E,0.25,5000.0,605.0,756.25,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,500.0,"Pro1000-3, RT300-5, RT300-12, Elite4K-2, GX500-5",220.0,98.2,Type E,0.12,4000.0,1202.0,576.96,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,10.0,"RT300-5, RT300-18, GX500-6",330.0,99.22,Type C,0.2,4000.0,1038.0,830.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,10.0,"AX900-7, Elite4K-14, AX900-3, GX500-16, Elite4K-9",660.0,98.34,Type E,0.25,1000.0,696.0,174.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,500.0,"Elite4K-17, Elite4K-8, Pro1000-15, AX900-17",451.0,99.93,Type B,0.2,4000.0,1023.0,818.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,200.0,"Pro1000-19, AX900-11",296.0,99.2,Type B,0.15,5000.0,663.0,497.25,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,50.0,"Pro1000-18, RT300-17",671.0,98.78,Type E,0.2,5000.0,1105.0,1105.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,500.0,"Elite4K-9, Pro1000-1, Pro1000-11, GX500-16",763.0,98.91,Type E,0.2,3000.0,949.0,569.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,200.0,"GX500-18, AX900-17, RT300-5, Pro1000-13, AX900-12",728.0,99.36,Type D,0.1,2000.0,1166.0,233.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,500.0,"GX500-3, Pro1000-1, Pro1000-17, Pro1000-11",445.0,98.04,Type B,0.1,3000.0,727.0,218.1,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,RT300-16,128.0,98.11,Type C,0.1,5000.0,1295.0,647.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,50.0,"Pro1000-12, GX500-5, AX900-10, GX500-4",805.0,99.49,Type D,0.25,4000.0,653.0,653.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,100.0,Pro1000-20,419.0,99.4,Type C,0.25,3000.0,1016.0,762.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,100.0,"GX500-1, Elite4K-10, Pro1000-5, AX900-15, GX500-15",559.0,98.29,Type C,0.15,5000.0,1464.0,1098.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,500.0,"Elite4K-4, RT300-15",191.0,99.03,Type B,0.12,5000.0,1017.0,610.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,500.0,"RT300-3, GX500-12, Pro1000-1, GX500-18, Elite4K-10",279.0,99.26,Type D,0.12,4000.0,597.0,286.56,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,200.0,GX500-10,186.0,98.44,Type E,0.15,2000.0,1256.0,376.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,500.0,"RT300-19, AX900-13, Pro1000-12",788.0,98.93,Type C,0.2,2000.0,569.0,227.6,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,50.0,"AX900-17, GX500-9, RT300-12, AX900-4",372.0,99.92,Type B,0.1,2000.0,774.0,154.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,10.0,"Elite4K-14, Elite4K-10, GX500-1",616.0,98.97,Type C,0.25,1000.0,908.0,227.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,100.0,"AX900-18, GX500-9, GX500-18, AX900-12, AX900-6",289.0,98.03,Type A,0.1,1000.0,1122.0,112.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,"AX900-7, RT300-17, RT300-12, Pro1000-15, GX500-8",553.0,98.4,Type D,0.12,4000.0,866.0,415.68,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,100.0,"GX500-1, AX900-10, Pro1000-5, Elite4K-4, RT300-3",305.0,98.68,Type C,0.1,2000.0,1242.0,248.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,500.0,"GX500-14, AX900-18, RT300-13, RT300-2, Elite4K-5",192.0,99.77,Type D,0.12,3000.0,1122.0,403.92,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,"AX900-15, RT300-19, Pro1000-10, GX500-2",476.0,99.97,Type C,0.15,5000.0,554.0,415.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,Pro1000-19,576.0,99.07,Type E,0.12,5000.0,928.0,556.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,"RT300-6, Elite4K-8, Pro1000-6, AX900-9",636.0,99.83,Type C,0.25,4000.0,1231.0,1231.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,100.0,"AX900-6, GX500-9, GX500-7",446.0,99.22,Type B,0.1,2000.0,761.0,152.2,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,200.0,Pro1000-5,988.0,98.22,Type E,0.25,5000.0,1496.0,1870.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,200.0,"RT300-4, AX900-2, Pro1000-14",693.0,98.19,Type E,0.25,1000.0,1218.0,304.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,10.0,"GX500-1, AX900-8",593.0,98.02,Type C,0.1,3000.0,1093.0,327.9,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,50.0,"Pro1000-7, AX900-8, GX500-9",620.0,99.89,Type C,0.1,4000.0,1286.0,514.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,500.0,"AX900-11, AX900-12",612.0,98.65,Type E,0.15,3000.0,807.0,363.15,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,10.0,"GX500-14, Elite4K-16",478.0,98.62,Type E,0.1,2000.0,967.0,193.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,500.0,"AX900-20, RT300-15, GX500-9, Pro1000-11",691.0,99.17,Type C,0.25,3000.0,1125.0,843.75,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,100.0,"GX500-8, Elite4K-4, Elite4K-18",465.0,99.22,Type C,0.1,2000.0,1493.0,298.6,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,100.0,"AX900-20, GX500-5, RT300-19, RT300-15, RT300-11",513.0,98.81,Type D,0.25,1000.0,642.0,160.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,500.0,GX500-16,850.0,98.65,Type C,0.15,5000.0,1084.0,813.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,10.0,"RT300-11, GX500-6",549.0,98.56,Type E,0.25,3000.0,662.0,496.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,50.0,"Pro1000-17, Elite4K-20, AX900-16, RT300-14",162.0,98.74,Type A,0.12,5000.0,1046.0,627.6,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,200.0,"GX500-14, GX500-20, Pro1000-10",114.0,99.54,Type C,0.2,1000.0,640.0,128.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,10.0,"Elite4K-4, Pro1000-19, AX900-20",670.0,99.4,Type C,0.12,1000.0,666.0,79.92,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,50.0,"Elite4K-1, Elite4K-3, Pro1000-19, RT300-4",496.0,98.14,Type C,0.1,2000.0,725.0,145.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,50.0,"RT300-2, Pro1000-18, RT300-13, Pro1000-13",320.0,99.87,Type D,0.25,4000.0,1450.0,1450.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,100.0,"Pro1000-15, Elite4K-4, RT300-8, Pro1000-14",113.0,98.05,Type A,0.2,3000.0,905.0,543.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,200.0,"Pro1000-10, GX500-17, AX900-11",760.0,99.57,Type B,0.12,4000.0,964.0,462.72,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,100.0,RT300-5,207.0,99.24,Type A,0.1,2000.0,1172.0,234.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,100.0,"AX900-6, RT300-4, Elite4K-20, AX900-17",462.0,99.78,Type E,0.25,1000.0,603.0,150.75,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,10.0,"RT300-16, GX500-18, Elite4K-8, Elite4K-13, Elite4K-14",368.0,98.63,Type A,0.1,3000.0,1028.0,308.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,100.0,GX500-8,559.0,99.38,Type D,0.1,4000.0,686.0,274.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,100.0,GX500-5,157.0,98.92,Type C,0.25,1000.0,605.0,151.25,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,200.0,"Pro1000-1, GX500-9, GX500-13, RT300-19, AX900-7",561.0,98.76,Type C,0.2,3000.0,1413.0,847.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,100.0,"Pro1000-14, Pro1000-4, RT300-11, Pro1000-12, RT300-10",576.0,98.69,Type C,0.25,2000.0,1225.0,612.5,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,200.0,"RT300-11, AX900-20, AX900-16",412.0,98.09,Type A,0.1,3000.0,687.0,206.1,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,200.0,Pro1000-8,643.0,98.23,Type D,0.25,1000.0,973.0,243.25,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,50.0,"Elite4K-3, AX900-19, GX500-14, AX900-13, Pro1000-17",910.0,99.35,Type B,0.25,4000.0,1260.0,1260.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,500.0,AX900-9,317.0,98.5,Type C,0.25,2000.0,834.0,417.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,200.0,"RT300-12, Pro1000-6, AX900-12, Pro1000-1, GX500-20",207.0,98.53,Type B,0.25,4000.0,787.0,787.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,50.0,"Elite4K-15, GX500-3, AX900-8",602.0,98.38,Type A,0.2,2000.0,1392.0,556.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,500.0,"AX900-19, RT300-19, RT300-9",390.0,99.34,Type A,0.25,1000.0,516.0,129.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,200.0,"RT300-9, Pro1000-13, Pro1000-1",153.0,98.76,Type E,0.12,5000.0,550.0,330.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,100.0,"GX500-13, Pro1000-3, Elite4K-13, RT300-9, AX900-11",663.0,98.17,Type A,0.12,2000.0,719.0,172.56,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,10.0,"RT300-18, RT300-13, GX500-12",237.0,98.78,Type A,0.12,5000.0,608.0,364.8,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,50.0,Pro1000-1,487.0,98.97,Type C,0.12,1000.0,703.0,84.36,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,50.0,"GX500-2, Pro1000-20, Pro1000-16",712.0,98.97,Type D,0.15,4000.0,1204.0,722.4,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Australia,50.0,"Elite4K-3, Pro1000-11, Elite4K-5, GX500-9, Pro1000-15",156.0,98.92,Type A,0.2,1000.0,1170.0,234.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,200.0,"AX900-3, RT300-18, RT300-13",102.0,98.39,Type B,0.2,4000.0,1060.0,848.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Asia,10.0,"RT300-18, GX500-14, Elite4K-3, Pro1000-4, RT300-14",412.0,99.96,Type D,0.1,4000.0,1369.0,547.6,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,Europe,10.0,"Pro1000-6, GX500-8, Pro1000-2",447.0,99.11,Type C,0.2,5000.0,1068.0,1068.0,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,South America,200.0,"AX900-16, Pro1000-11, GX500-14, Pro1000-3, AX900-6",954.0,98.76,Type B,0.15,3000.0,1368.0,615.6,,,,,,,,
Provider B,UK,1963,41240,24.15,Graphics Processing,North America,200.0,"AX900-14, RT300-17, Elite4K-18",441.0,98.53,Type C,0.25,5000.0,968.0,1210.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,10.0,GX500-20,857.0,98.16,Type C,0.15,4000.0,1249.0,749.4,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,10.0,"AX900-3, Elite4K-7, Pro1000-15, AX900-12",345.0,98.55,Type C,0.12,3000.0,1386.0,498.96,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,500.0,"RT300-13, GX500-20, Elite4K-6, Elite4K-19",656.0,98.52,Type D,0.2,4000.0,836.0,668.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,500.0,AX900-14,324.0,99.79,Type B,0.1,3000.0,1249.0,374.7,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,100.0,"Pro1000-20, RT300-18, GX500-2, Pro1000-11, AX900-7",362.0,99.28,Type C,0.15,2000.0,1201.0,360.3,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,10.0,"AX900-20, GX500-10, GX500-5, Pro1000-1, Pro1000-14",528.0,98.85,Type A,0.2,4000.0,564.0,451.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,200.0,"GX500-4, GX500-20, Elite4K-15, Elite4K-16",172.0,98.42,Type B,0.12,2000.0,818.0,196.32,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,10.0,"GX500-4, RT300-17, Elite4K-9, Elite4K-2, GX500-8",862.0,98.68,Type B,0.1,3000.0,1263.0,378.9,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,100.0,"RT300-1, Pro1000-12",434.0,98.27,Type E,0.15,2000.0,1266.0,379.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,10.0,"GX500-5, RT300-18, Pro1000-4, RT300-19",209.0,99.16,Type E,0.15,1000.0,1195.0,179.25,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,50.0,"Elite4K-6, Pro1000-10, GX500-17, GX500-19",192.0,99.55,Type B,0.1,5000.0,1447.0,723.5,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,200.0,AX900-13,225.0,98.14,Type E,0.15,3000.0,1055.0,474.75,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,500.0,"Elite4K-15, Elite4K-2, RT300-8, GX500-13",973.0,99.52,Type C,0.25,5000.0,1173.0,1466.25,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,200.0,"AX900-9, AX900-6",867.0,99.17,Type B,0.12,2000.0,766.0,183.84,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,100.0,Elite4K-7,599.0,98.87,Type C,0.25,4000.0,1183.0,1183.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,100.0,Pro1000-5,140.0,98.53,Type E,0.15,1000.0,966.0,144.9,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,500.0,"RT300-16, RT300-15, GX500-7",428.0,98.21,Type B,0.12,1000.0,632.0,75.84,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,200.0,"Pro1000-13, Elite4K-7",419.0,98.69,Type E,0.12,1000.0,1046.0,125.52,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,10.0,"AX900-17, Pro1000-6",122.0,99.96,Type C,0.25,4000.0,1166.0,1166.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,50.0,"RT300-12, AX900-1",356.0,99.46,Type A,0.2,1000.0,1429.0,285.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,50.0,RT300-8,988.0,99.73,Type E,0.12,2000.0,1165.0,279.6,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,200.0,"Elite4K-19, Pro1000-18",278.0,98.67,Type D,0.1,5000.0,1095.0,547.5,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,100.0,"RT300-14, GX500-11, GX500-9",247.0,99.9,Type B,0.12,4000.0,1261.0,605.28,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,50.0,"AX900-10, RT300-7, Pro1000-3",240.0,99.96,Type C,0.12,5000.0,880.0,528.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,200.0,"AX900-7, Elite4K-4",677.0,99.65,Type D,0.12,3000.0,944.0,339.84,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,50.0,"GX500-12, GX500-10, AX900-3, GX500-14",552.0,99.44,Type B,0.12,3000.0,786.0,282.96,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,50.0,AX900-6,903.0,98.48,Type E,0.12,5000.0,1410.0,846.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,50.0,"Pro1000-13, AX900-2, AX900-15, RT300-16",974.0,98.08,Type E,0.25,2000.0,1468.0,734.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,10.0,"Elite4K-18, RT300-15, GX500-10",491.0,98.15,Type A,0.15,2000.0,609.0,182.7,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,200.0,GX500-6,822.0,99.56,Type E,0.1,5000.0,1384.0,692.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,500.0,"Elite4K-1, Elite4K-12",411.0,99.14,Type C,0.25,4000.0,1413.0,1413.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,50.0,"AX900-19, Elite4K-17, Pro1000-16",562.0,98.65,Type D,0.1,4000.0,1138.0,455.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,500.0,"Pro1000-15, Elite4K-9",415.0,98.3,Type C,0.25,3000.0,1356.0,1017.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,200.0,"RT300-15, Elite4K-20",637.0,99.82,Type A,0.12,5000.0,923.0,553.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,500.0,"GX500-11, GX500-6, AX900-5, Pro1000-9",483.0,98.67,Type A,0.25,5000.0,1025.0,1281.25,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Australia,10.0,"RT300-14, Pro1000-7, GX500-4, Elite4K-11, Pro1000-5",114.0,98.5,Type E,0.1,3000.0,1117.0,335.1,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,500.0,"Pro1000-7, Pro1000-13, Pro1000-18, RT300-4, GX500-14",754.0,99.87,Type B,0.25,3000.0,652.0,489.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Asia,200.0,"RT300-11, AX900-17",538.0,98.11,Type B,0.25,1000.0,1233.0,308.25,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,50.0,"GX500-17, AX900-7, Elite4K-7",688.0,99.36,Type C,0.2,1000.0,854.0,170.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,50.0,"GX500-13, Pro1000-11, AX900-1, Pro1000-17",798.0,98.4,Type B,0.2,5000.0,878.0,878.0,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,100.0,"Pro1000-1, RT300-4, GX500-4, Pro1000-6, Pro1000-14",381.0,98.18,Type A,0.12,3000.0,1264.0,455.04,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,100.0,"Pro1000-5, AX900-16, Pro1000-10, Elite4K-7",791.0,99.81,Type C,0.2,2000.0,613.0,245.2,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,South America,10.0,"GX500-1, Pro1000-20, RT300-19, Elite4K-17",742.0,98.11,Type D,0.25,1000.0,1290.0,322.5,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,Europe,200.0,"Pro1000-16, RT300-1, AX900-6",141.0,99.31,Type D,0.1,3000.0,706.0,211.8,,,,,,,,
Provider C,Japan,1993,9347,78.41,Datacenter Solutions,North America,200.0,"AX900-12, Elite4K-9",113.0,99.1,Type E,0.25,1000.0,890.0,222.5,,,,,,,,
